Table.1..State.energy.related.carbon.dioxide.emissions.by.year..1970.2021.,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57
million metric tons of energy-related carbon dioxide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Change,,Change,
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(1970-2021),,(2019-2021),
State,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Percent,Absolute,Percent,Absolute
Kansas,51.0786092543387,52.7812211883101,56.0751923538388,57.0587562066569,57.3887024804575,57.575467760782,60.5078411692556,61.9321692822667,67.6835604884311,73.0019194679041,67.9178337557036,64.6072950010619,63.2459191854838,62.9400065116597,70.6871745365438,68.0662699601798,65.187765195906,68.3906226631778,70.7111473982359,68.7619142240254,68.8449999538936,67.7193856145696,65.2092216727713,71.3280186028622,71.6158917967325,69.5475983707574,74.6132603763518,71.2312116540626,70.1130428983122,73.2689239246881,75.8141568444072,71.8327546881305,76.3373920920264,78.8328523767195,76.616178427522,73.0913284937374,72.8586950019075,79.0419860057493,75.0062006539585,73.2161489863333,72.6226641914686,70.7043612158622,66.0693174151213,69.7624978613666,70.3444544060432,64.5130659629028,62.6099879148621,59.0326290604727,62.8585703760826,60.4841675595775,57.7806900890654,59.7584345964598,0.1699307296896253,8.6798253421210276,3.4228468098007392E-2,1.9777445073944191
Kentucky,86.3011819950102,88.4596935738583,94.1376984782726,94.4902283628664,95.2404201483747,91.266126470925,101.03346868133,101.586338500652,102.852981659702,102.699127294273,103.867786158646,103.210975112472,98.452874769206,100.49360657338,105.018354738224,107.711551538887,110.952804469378,112.737401587578,122.914653360784,119.157336851433,120.324540500763,119.964547597418,123.827731668345,134.568486776559,132.501060084867,137.961194718576,139.133962077517,142.962424892604,141.417833241257,146.215307178061,147.078265888457,151.051185543306,151.343535800585,147.796724409404,154.491175557098,156.323213214396,158.73295570128,158.468620700398,155.808267759749,146.021995589475,152.940324498671,151.193392629904,140.630278225876,139.69693031063,140.362337032072,131.346021069964,126.811537133343,116.784833831476,122.773536326905,114.669207817066,101.181096533238,111.29704268566,0.28963520675875198,24.995860690649469,9.9978617538493797E-2,10.115946152422
Louisiana,144.123433916346,146.723957458504,155.358918799727,168.895822095648,172.205135263295,159.762412983901,182.665080841706,204.894920007561,212.427894343034,204.048482540404,192.862327650075,192.694119631797,176.752778105766,168.037803097391,175.298357019234,164.863567482797,174.287470126807,176.070938473483,183.319586130555,187.689735307298,191.538380286237,190.678483926854,197.822204309829,201.035922389388,206.106106408222,206.974265884208,213.098336486229,221.410944465767,208.220130489877,206.477816003752,220.642821263875,198.736043757564,204.590314182445,201.622897801731,207.909435358435,201.958983668279,210.102997753709,210.629228505063,204.13070168804,193.505427288446,203.564014429267,207.960338771478,197.1460193132,189.022016464034,186.364159997781,185.58219905364,189.163591005431,193.400328068086,194.770071444404,194.923783981623,183.339837137694,188.600448390665,0.30860362722231011,44.477014474319297,2.8693225297349519E-2,5.2606112529712163
Maine,16.8055477438756,20.5779699191294,22.1589719258369,21.3142989507222,18.7441097538686,16.0720103240165,18.6581388438987,19.0058560501827,17.6665602887399,16.213675695786,14.6132621061045,14.3663343339716,17.4250949654302,13.3154094905337,15.1715482011961,14.7717965403346,18.5834377937948,17.4355240208748,20.4376508268422,19.1236263151293,18.8959104917293,18.3913159010292,19.2149314932943,18.7592396472637,20.1455864694397,18.8519577827021,19.3433439452851,19.5821059410679,19.2557197215607,20.2322596335737,22.2484314039425,22.3828121313639,23.8879122083742,23.7832017010398,24.070583957999,23.0748639761698,21.2295662798115,20.9006825399916,19.0182259544256,18.3296146832323,17.7532623275639,17.307828369720198,15.6213161787816,16.3675836120059,16.4442547410073,16.6795675460679,16.1538979752899,15.3767223220316,14.7632422370059,14.4273045491445,13.5034002277776,14.4076743176133,-0.14268344375363209,-2.397873426262247,6.6966399172231572E-2,0.90427408983575575
Maryland,74.1988784102697,75.3780740243837,76.2543727901493,81.7384150333792,76.3477208318252,67.1444502867587,72.6360806367584,67.5658231893337,70.2121553265699,73.3487421484455,67.5091836255245,63.1873807298149,61.17429077546,62.4355848920781,68.7229220768273,64.8454511619755,66.5736209613755,71.184297978297,74.1121906658511,77.346301987514,70.3947263817396,69.3169225772373,67.4062460617348,69.6214655947132,70.865428334224,70.4972999494696,72.6931969662426,72.7907837283123,76.0239450659769,78.6037896484374,78.499565947345,79.0201495969242,79.0721600153885,82.1949838316632,83.4061389112676,85.0055318502572,78.1649786526455,78.4860547766174,74.5603527422235,71.3905896754674,71.400936820523,66.8848717586229,62.3661656430753,61.6259169507441,64.23081086672,62.2811483255951,60.4686013718102,55.0416274730248,61.6874396132949,56.8804134732547,48.0902122192274,52.574575502063,-0.29143705904338418,-21.624302908206651,9.3248980944248716E-2,4.4843632828356164
Massachusetts,99.5700746480574,100.027349342318,103.889964750514,103.241104175141,94.4364204044288,91.8150310986823,96.5483307800468,95.26700593808,93.5093553104801,80.2218015234167,77.6145670771879,73.4271975805607,76.3136459720559,73.3351654337741,80.1918391419893,79.413137243869,84.78464184336,85.5799924459805,85.3419593464856,89.0845372717294,82.9430139054686,81.6824456282877,83.5992723579215,80.7865333389878,81.0973043407691,78.5439350085048,79.1769388828629,85.1948682912339,83.1054530247023,80.7513370218957,82.2992650854081,81.9895599034711,82.9529975480677,84.8309291945286,82.9544620058378,84.3688976855478,76.5739379832468,79.875376769766,76.6648926066838,70.3946850842819,72.7914365982788,68.766684329642,62.4872484421157,66.5155828617163,64.9402900898452,66.7472896462115,64.0908986576225,64.7153745347157,64.1080677347633,63.3382579574981,52.2789421138577,56.118147817611,-0.43639544294842142,-43.451926830446382,7.3436943222607187E-2,3.8392057037533291
Michigan,186.798647975295,192.678132845625,199.428521051006,199.977989805635,190.371122728253,191.801287899344,193.572727863922,184.989590460952,188.694512592295,188.749397725713,179.428401091896,170.013300921232,158.235821449487,155.031128586157,162.291180786279,166.725148893095,170.416723020204,173.938315726727,180.79726163541,177.92048109652,180.149367403524,178.373670571875,177.19290155083,178.068340724961,185.907700332983,188.950481628718,194.360522002629,191.906987157588,191.111121105846,198.97686953654,194.555201414911,189.561983065631,188.806821958097,187.079191163418,188.907501332564,190.134387864464,179.318876448659,181.997775717815,175.468432830529,164.761707532979,167.521137283738,162.498215332471,155.44124506002,164.028765557065,163.958184813817,164.457971165119,154.521979630354,155.687283955377,163.722412962159,159.255886303779,136.863706378426,147.832460797569,-0.20859994223769529,-38.966187177726113,8.0143631276607952E-2,10.968754419142529
Minnesota,69.3296002325742,68.4896773842491,72.6936895640726,76.0057259876694,74.5795344792253,72.7844970594273,77.807461952562,79.4106244553019,80.6817921357636,76.8390527329853,71.4129553394215,67.0402851050983,65.1521202549961,63.2614500078586,67.8747742524901,66.6229791423547,64.2147901873569,68.4250133979887,76.9859307965879,79.9760543337199,78.8417214155211,78.7049829830053,80.0304228819049,84.5745107857903,86.1865018988976,88.9600328901264,93.9472337248498,91.7125315810597,91.7716718328374,92.5842256514419,98.1325947988854,94.9103602983589,97.2746599012187,101.930910024826,100.815209459508,101.814466362371,99.1338727101314,100.626979879749,100.006633439782,92.2097238902393,91.8840525771083,91.4010916331759,86.4445284386753,90.8224766852739,95.8865672539225,89.3319838578677,91.1018256855656,91.2790481501739,94.7566865606458,92.1011880927508,78.3805819148787,83.1583987914539,0.1994645650990248,13.82879855887967,6.0956639512627531E-2,4.7778168765752298
Mississippi,38.6859679770825,40.5002717711102,43.3125723379867,44.0743174328548,43.3381343768531,40.853049757705,43.3718899172707,47.273334809807,50.1229599954248,50.4152052634904,47.6662109404663,45.139054618628,45.4288193935911,42.7877311012062,44.4933545564227,43.7105637471276,44.746829011017,46.3273459276779,49.3245814561054,45.9916068271949,48.3948461521432,48.100915869574,48.1757283625092,50.4643410599044,50.1548166402599,51.575779327591,54.4380284924821,55.8015649202593,56.6447718118027,61.4523528658607,61.3608967332205,69.7967669729187,62.571847912125,64.1432814229963,65.7283481420864,64.0048095274342,66.2205248334518,68.3186163127709,64.7429613364047,60.6610161909728,63.6803560117157,58.5594509820993,60.1283631763242,57.0801956441137,59.7809538205947,61.2987636055,62.3163697083794,60.4628921534062,63.2345859575411,62.5524643425801,63.1500107399139,63.0519584287569,0.62984052683155944,24.36599045167446,-1.552688748712727E-3,-9.8052311156955341E-2
Missouri,86.6304364855389,89.0624495281998,94.7100734051019,99.9378775302554,97.6700937403697,100.903369912614,107.217558207407,111.359584983167,110.876974561112,110.022620400025,104.529076484503,101.831695774141,101.158645242271,102.650723395151,106.316778039749,100.664229857178,98.8015010943668,101.461216381763,105.343128805762,105.70551641815,102.849651351724,103.224750298933,102.936253704208,101.110419771445,108.810237640533,115.973929326603,122.461961829241,125.971586857483,131.010446974216,131.591104613936,126.732854089842,132.544608304817,133.17700934621,140.71512795228,141.779056103661,144.492512605274,143.114688314109,141.618673803148,138.354256154979,132.078940332561,136.906095803661,136.764773571295,129.057672595344,133.936756488829,133.454002109568,124.74971523567,119.018470934691,124.505736881072,124.7830036762,116.992725166254,108.70488673054,116.951927165567,0.35000967223672919,30.321490680028251,7.5866326556870867E-2,8.2470404350268325
Montana,14.364791382777,14.8585401505327,15.6973520698669,16.994179137397,16.5542516737774,16.8133967968061,19.428611652113,20.619830370251,21.2992889617723,22.7344792444551,20.2939092272195,18.6921788332818,16.3601795945742,16.6332680620158,20.640430581893,22.1451472752247,23.5088678736001,23.5476156140866,28.6439587514071,29.0551688103949,27.9587121328269,29.1623366681041,30.506999619047,28.0625805818611,31.0034232577313,30.6885145559992,27.9276888781094,29.8857289572885,32.0739907325845,32.8276486975297,31.7734769743631,32.0575911616859,31.0218748230985,33.1736868633684,34.8274280594472,35.8776341877634,36.0221908022963,38.01930326833,37.2299836239535,33.1372388027716,34.9546123276673,32.051096241157,30.761286502878,32.128977512422,32.5770558610875,32.5317537872815,31.1380706472484,31.2510889933549,31.2585056459445,32.287479633014,26.2756150347487,28.516861801362,0.98519150341110673,14.15207041858497,8.5297594885953343E-2,2.2412467666132589
Nebraska,27.5315195557115,27.5177630625747,29.4816262240359,30.1804951785785,29.0637926461861,28.7181790504258,31.2115795773866,31.2135778256247,30.8181904874257,31.6157810421393,30.1782673114775,28.4307852206865,28.8013987707227,29.9125594687934,31.6031852654455,30.5480668204541,28.9414786749236,30.1044750562286,34.0293536942388,32.4766417189806,32.8378882180727,33.7142240115669,32.5885429686443,35.8944210281533,35.8360818934765,38.4088498453117,39.568933413664,40.9144845297555,42.9224295229485,41.7250393953817,41.6731976497299,42.9099896100766,42.3491666633818,43.6370275393978,43.4033114331083,43.7868644365801,44.3029221130312,44.6142791449853,46.6481343195063,47.3062627489974,50.0072565516748,52.445928426208,50.6220960166661,53.4647294354529,52.1538796214882,50.7108019722182,48.3512734299032,47.8777609725163,52.3562155719964,50.4730507244234,46.515089697572,47.2279291685469,0.71541309490667837,19.696409612835328,1.532490801607689E-2,0.71283947097485623
Nevada,10.7731375932517,13.7933889178416,18.9225030368184,20.1005366141359,20.4022661569515,20.9530094812284,22.2359458115631,23.7265107889343,22.5361107187905,23.4556931030069,22.3636659724644,23.8813737438533,25.367285264767,25.213785624295,26.4778004441912,23.4701302149125,27.1136835181543,27.4634867349832,31.3966348406611,31.4118371732128,30.7375320075015,32.6510850322273,33.6442407544311,34.0568941138848,36.3026565131258,35.4872974391967,38.2193791730839,38.1597305379733,40.8218095893774,41.4286195399926,45.6333255754661,44.8018437596567,41.6817865409602,43.975829554167,48.100748115739,50.186645802732,41.6861975879295,41.835036700801,40.9595299467743,39.5081317201448,41.3926626441472,37.9098409597948,37.9246017441308,39.7369067574052,40.5568255379317,38.5181468682077,39.9727418071281,40.2089910325378,41.3843981720064,41.7553089528675,36.2001510898751,39.4263042284938,2.659686315822273,28.653166635242052,8.9119880483619296E-2,3.2261531386186348
New Hampshire,12.8259512242746,13.3584849934639,14.0896721666812,13.6026427810933,12.5895772886707,12.585299324596,13.6477513785436,14.1045774095633,13.5586516018746,12.909166319217,12.795737863204799,11.5148799308377,11.2282809045383,11.212671786224,13.0412926153432,13.2617867206144,13.9504723159786,15.2174264783867,15.671455890105,15.8698591350431,14.6047792820327,14.281162036515,14.3893091977307,14.8651747726457,14.9369573910913,15.0581406828595,15.2522033510105,16.5096145297839,16.5307178345722,16.6963259222048,17.4691998602938,16.9556872282763,17.6736010480824,21.0310057860614,21.974584905641,21.2599012850758,19.3993320855762,19.182635948789,18.7337973653995,17.0819066767712,16.7511864162939,16.359566002341,14.7306066061698,14.448489208732,15.154936967423,15.2791358511029,13.8125547967753,13.5122348498282,14.2397664362657,13.9347708301717,12.4581420982119,13.289527317492,3.6143603317313262E-2,0.46357609321738907,6.6734286117944963E-2,0.83138521928008657
New Jersey,129.529653006878,124.976492853863,127.896671309982,131.50435067258,119.857827909002,105.975468959366,117.172348884929,113.172908598379,111.066289809904,109.854205154586,110.975694116952,107.556459108091,109.612072528404,111.122019122999,117.25991860754,112.208169978015,114.217254029894,118.697303234542,116.998669031475,121.615443244809,109.923062514158,110.580953805926,117.352782160645,114.440104797442,124.047810040049,123.762640487933,123.868081510681,125.499202982621,120.946868115448,124.24761470239,124.582961741398,121.338242789551,121.030663146559,123.524412977118,126.076641292905,130.603527018569,123.100918028671,130.780349467673,128.29608321305,111.510365494132,105.570076142485,105.031379806464,98.97949953756,100.428601274925,104.882817731431,103.666844354642,105.627222748986,99.3587779464359,105.076700596092,100.859915282699,83.8315449802112,89.111715584711,-0.31203617460490563,-40.417937422167007,6.2985486021356563E-2,5.2801706044998156
New Mexico,34.9599843905828,37.2311041120698,39.6787195386602,40.050782697807,40.5548719227239,39.1929440160249,41.9722160697729,41.7268554512,40.1119211680415,40.5737159875391,44.9113475475177,44.0757553186032,45.1777923452802,48.6713545409616,45.9964167360944,46.6300009350204,43.175872534989,46.3572673172755,48.0689550708905,50.3587523896105,52.838982806857,48.2057245836904,50.9299856798512,51.8142184760123,51.7469601243185,50.3761965272894,52.4933729606161,55.8414071952175,55.3884732169053,56.2993473176034,58.2615357675676,58.3910803126469,55.4788440325025,57.8872790067324,58.9309291981588,59.4988501726149,60.4043547620704,59.0243233154161,56.7919535239109,57.7331697278014,53.9087021089759,56.278286276246,54.1890314440438,53.7552913163025,50.5911985966394,50.692518347231,48.8463225451169,49.6204359940666,45.855474001752,48.9438917722439,45.2132434456144,45.8889952307966,0.31261486613128459,10.92901084021384,1.49458816418484E-2,0.67575178518222856
New York,284.90599590963,277.050414758832,274.090779911524,280.36671181455,258.785560411831,244.457056111364,262.588503647376,259.807794784962,254.529745825532,233.187236863609,221.869595677309,205.844854453435,195.595058046841,178.04761464934,183.061857946129,187.919612952132,190.696756449315,201.591885656894,208.94866895061,213.861852311771,207.324353646936,199.45124465725,198.827839532071,193.494924324681,191.677557520637,197.388837667129,199.884729798637,204.195698148136,203.063625216943,205.733934855283,212.235281702001,207.965388195634,202.171079323271,213.048239832667,215.367720131848,211.504248404963,193.757153144399,199.888764202812,190.060879682833,174.069456671178,185.011295714872,175.315677541167,167.892055452273,169.098098176354,176.210653655639,174.361549987838,170.152952267928,165.835227917981,175.099259923295,169.026023794111,143.420161061825,156.048534431453,-0.45228062353257709,-128.85746147817741,8.8051591046418576E-2,12.628373369627329
North Carolina,97.2765493052505,99.1915357370714,104.46043417189,109.006292123547,104.250906477649,95.2112394250351,106.008054819502,108.197811420877,103.120962456985,110.688149303787,112.67026045526,112.557073603959,108.261777802108,107.701892996135,109.272216472006,107.215851206072,112.513392481172,107.613484190924,111.885689065923,115.821947062237,111.21822312928,110.812289619971,121.291181278188,126.690524146527,121.860493878979,128.306606648834,140.187004306028,142.323512728919,142.07326555933,140.781322382291,149.124383349096,144.306531868307,145.647381462417,147.235686504957,150.166203225316,154.175152634989,148.58007190296,154.428662521802,149.043301119791,132.990869421698,147.166515476961,132.644755174587,124.494743913068,126.188502259541,129.257130495099,124.780740497781,124.899215187794,121.149583893444,124.212889502775,122.620087452089,106.591053595973,115.563768613423,0.18799206426194551,18.287219308172951,8.4178875381618612E-2,8.9727150174508097
North Dakota,14.7522771378604,15.9178448403154,16.8644671633179,16.4000289275942,16.8760953524944,16.2155070592805,18.6152591065989,19.9196713597689,22.3919862873787,24.8947545376503,25.501644213167,26.9507990229835,28.8488292127591,30.0978621274686,34.3821676911714,38.2212794092655,38.9635019474962,39.5090553590547,44.4557483214885,44.156060019277,44.9060600334762,45.8432010405063,47.6292110310097,47.9112126138745,48.2279709038611,48.128093481738,48.9873858222314,47.6146717524992,48.8172918842839,49.8680735937589,51.3228525907709,52.0127818109534,51.8747971536221,51.6519310428903,50.075566537003,53.046318842176,51.2970735837661,53.0332641779622,53.4270053385608,51.9889018642745,52.8250875607431,54.3098794389445,56.6850577687133,57.2433522629843,59.2781904554225,57.9231686710867,54.9322065331828,56.9223081366581,59.2838054064037,57.1554377565675,54.2542662966162,56.5403018689764,2.8326491117680361,41.78802473111601,4.2135590957254943E-2,2.286035572360205
Ohio,275.347453292638,269.893697354584,284.920800735559,291.59796570277,291.728976637805,284.314971823494,296.53673096486,293.580130920639,294.49734041022,292.974302733989,274.546825527519,267.93327640136,246.161100742884,234.919419407749,242.036235418773,241.221949902193,245.347002652655,247.398105979325,257.317952298037,257.476477364344,246.701162670542,244.90688269036,249.26121800046,253.793420637954,250.244447002584,252.711019151361,265.625964697039,261.370733432975,260.698103699719,259.863882909163,266.748154876922,256.924337309641,262.825789967296,270.732549651191,265.868547064501,271.941325576583,265.280448787053,271.295388570184,264.758584153644,239.674990728644,247.181214035818,235.115652493445,214.913591812268,228.025906679022,229.722240921005,211.201417168045,205.328434579089,205.064749652017,208.971153670736,196.699285348455,185.664161143472,194.036985882534,-0.29530132361052802,-81.310467410103968,4.5096612547597559E-2,8.3728247390618549
Oklahoma,55.5693386925039,56.3945769269718,59.2643453999248,59.7557914657077,61.9188070901065,62.4582892404539,68.9983195351052,72.2083490830434,77.0676972376206,80.104276780422,77.2893482594119,80.1395158639369,84.7699449641484,85.390444965378,87.294624390495,84.1468901701687,77.8583220258075,82.4631392311064,85.7615395277942,87.1723592077376,87.8510167834579,89.1313024518754,92.1660024340666,95.1851033658944,93.4462841649075,94.6154102456917,97.2970114016705,98.5860767323079,97.1370018190847,96.1910317076926,100.16725550757,101.46252907347,101.622985561763,104.150893913575,99.7003661461999,106.421688728789,109.158677520147,109.424279280633,111.974092558646,106.229301622747,105.841306592187,106.943534190026,104.743531834682,102.997977293815,104.455282260985,100.290137302971,96.1034697351606,93.4537052049875,98.514745268235,91.4674184786131,84.3648289367668,87.8034740245425,0.5800705225305629,32.234135332038583,4.0759225510348829E-2,3.4386450877756829
Oregon,25.6283059743409,27.0014778264233,29.3370560775708,29.6469076575933,27.345773702855,26.7573155646515,26.6938056579111,27.5017473385147,29.6305105945179,30.153621238337,28.2719878936131,29.8374835476545,28.9306410393591,25.711456855725,27.2889072790397,26.881481562881,26.4076469069217,27.6522370815215,29.4987762739218,30.5823992858976,30.8192033321466,34.4076923176556,35.5162496070866,35.1088895243573,36.8141683064154,34.1439858101406,36.2373902874883,35.8798325047494,41.6298694816313,43.1551704066963,41.5392152296257,40.6323398434851,39.0948208517799,39.7848890286227,40.7171316925045,41.0682972205633,40.2882120424038,43.6717629807737,42.5864865559103,40.7959054729033,40.6139618802359,37.0484598117132,36.7303044842149,39.0259153711298,37.8489365969588,37.8945658132901,37.6656090137076,38.7933244456087,39.5810437744794,41.8473530442793,37.519790968177396,38.5381920282808,0.50373544263383274,12.909886053939919,2.7143036616786409E-2,1.018401060103415
Pennsylvania,306.705930149136,303.390036199914,314.961456999888,325.609615117131,305.026460023646,291.267000635318,308.573622782065,302.964910260947,302.677093861156,316.093921929852,294.426415648458,271.514164820411,240.929663642046,246.162705731003,262.65624656894,250.961616585603,246.043797415684,257.003590498995,269.397010124224,272.288204638674,264.38831918619,257.049312554332,265.127808704071,269.457220618588,266.875644945675,269.736969269705,275.191537261406,276.887909419285,266.281626902836,264.866977450725,278.502169535595,265.048024721091,271.938453934092,276.300120231284,279.238823704971,281.591805300423,275.643723327003,278.624231359717,269.946841591167,245.263834625161,256.095684554833,249.745538275006,239.770064798524,249.522469929285,249.386299545366,232.933387136847,217.986066284141,215.300084578816,220.204267894789,218.757991961206,193.26577222334,213.509722696385,-0.30386177211322341,-93.196207452751082,0.1047466928062748,20.243950473045629
Rhode Island,13.1239713876235,13.5639116260952,13.4928179019985,12.5443863926109,11.533495593601,10.4978721663656,10.6247268858498,11.0009951472853,10.1244373599761,9.26595170716094,8.36257123605813,7.76644879865532,7.43923520208475,7.67993498048966,8.47282580440842,8.46895524622994,9.51710042761918,9.83975537483328,10.3368344461033,9.25226819934529,8.8766977129574,10.73349337549,12.9384779622245,10.800605894336,12.7510503072446,12.0286761597422,13.4694514958587,13.5675430684219,13.7809507277098,13.1342508194339,11.7660379663205,12.292193808958,11.7187518145624,11.5732733029363,10.9757156802299,11.2038917621976,10.5257946366455,11.065183991638,10.645816187468,11.2387473351236,10.9997965456391,11.0069215275403,10.4872500566668,10.0752234886232,10.5361050402948,10.8045967762931,9.58905070385527,9.9653123840113,11.0573865852602,10.3661022075562,9.82626458905361,10.6421091356317,-0.18910908738587751,-2.481862251991851,8.3026926375146193E-2,0.81584454657805949
South Carolina,42.1913934890336,44.0521914191226,46.862064984462,48.8339539887082,45.6911642220932,42.6260677476269,50.6175767293475,54.1144061745432,53.1529196790302,52.8219884799619,55.1402998155958,55.73947135607,52.3692544281059,49.706658687988,53.1393089499279,54.0718753009727,54.3476402323479,58.1588991742205,61.4778742293091,60.8580485170076,61.0374736372935,62.1744188317973,61.4026503212089,65.8541223982331,66.0736400974984,65.1492581807451,69.4307689728014,71.4591884159491,74.9780943639791,78.6376387023041,82.0115571835411,80.4176184448636,81.8129991043859,82.7649264583869,90.3345266809765,88.613962753277,89.2376567074226,89.3870358251373,86.9503943356568,82.0946334202548,85.8651016284276,81.1692807136718,74.4688110624083,70.2366360560099,74.7075581887745,73.3996824660781,72.2585967392003,69.9645070202773,74.1487269186585,69.4177041048043,63.5690042941214,69.3394318461442,0.6434496733123285,27.1480383571106,9.0774232129297472E-2,5.7704275520228796
South Dakota,9.35369529224246,9.30011286662725,9.67857255818175,9.44606934927537,9.16315958657119,10.8897133792525,12.4794002920719,12.2989860704122,12.9067747660267,12.6909471263397,11.5945177824336,10.9068694243745,11.3935194350139,10.4018137795306,10.8119571145895,11.0411598991694,10.6660604372646,9.40651441945822,11.4806381068908,11.695743576024899,11.7457843668926,11.5212363240305,11.6015482670432,12.2730718326847,12.9402241854371,12.7469811745112,12.7331688983987,13.2523849960329,12.8146078962649,13.4523198456886,14.2305802021432,13.503998420024,13.7706292045192,13.7696109432524,13.7938775999571,13.2956617106186,13.3880762771078,13.8608550075165,14.9381441217374,14.6937284675262,15.0781623556374,14.611458297799,14.8902199448342,15.3619723309247,15.3802196562184,14.1398711310411,14.8041754914334,14.6559712429892,15.5246688605588,15.9801490397727,14.9517529578239,15.1563929646773,0.6203641973720615,5.8026976724348227,1.368668994402222E-2,0.2046400068533529
Tennessee,77.9014722842342,76.3313261871454,86.9885539756555,98.6466751327265,90.2958255672995,89.6940703779741,101.987938960273,102.457499747511,104.217412073432,101.762392790611,100.798395724611,99.4203138156303,88.2072008321156,94.8006472333118,98.8196906820956,103.19813829653,104.695475054583,103.615294097637,106.450156782044,103.023986970755,105.299522681564,100.569030731109,106.250994689633,116.991538332949,111.675383005418,118.565143205829,119.622179349381,122.78731594623,122.030267374887,122.851218466735,128.727077586371,127.217064747832,126.363851009249,125.144950773674,127.160970783153,128.308159713582,129.929299234502,129.054697391952,122.500746438638,101.947284778076,109.266709423949,105.502676846692,99.0253974988628,97.2687431793091,102.520573132893,98.7051538641254,101.356501625216,97.4090251613186,93.8361073618477,92.253527826988,83.30984439273,92.6661177639938,0.18952973604771819,14.764645479759549,0.11230693610658379,9.356273371263768
Texas,358.910969200892,375.778078354201,398.160826066307,434.669916397182,427.355094519643,406.64996617477,422.052596342803,461.131554903533,492.488279609666,512.30209468646,516.551605150352,511.616874987131,485.773076643782,488.205417305678,507.350943383504,512.997091100447,508.524092425524,515.925741275924,546.814801765438,565.678099266528,570.212525116358,564.406123730843,570.792793569822,587.174489392215,587.076752903948,590.423024791254,635.695743854294,649.760705005219,656.476604711635,646.856348025692,673.038576471441,666.899559921758,678.252340396462,671.219720082636,670.653017737781,645.02157565476,648.38215954499,646.192763112898,623.648595373167,590.457027590914,615.543957188042,635.041655133607,627.109709159712,657.830179026625,661.990467928648,655.258601520357,656.870947645404,665.085544627511,684.814848842774,683.415249918009,624.681652602036,663.458164143465,0.84853131020386741,304.54719494257267,6.2074036238953363E-2,38.776511541428142
Utah,24.3922853725675,25.5110768251799,25.7794586695163,28.2435612718104,29.6137694370174,31.0017128862452,30.7630565795328,31.9698247315298,34.1058077086211,36.6835612766805,35.948147875198,33.7558871579209,32.2183884946417,33.505507691966,35.8363246271898,36.8770499931697,35.8894806087353,44.5356152704669,51.6547771071028,52.2658579178908,54.472970828829,53.3859527464222,54.9683445756984,56.6841644850025,57.7687927220293,57.9995655519425,58.8028738826455,61.1338650525676,63.571014633222,62.4469561787099,65.4013125665342,63.1908608309786,62.5618700810249,63.5501643043126,65.9558773816785,67.5301384559159,68.7613390740133,70.6981975488972,69.787819995312,65.0841322231988,64.005428440837,64.456874318341,61.6368038539422,66.4790749474086,65.2795463242278,63.6138163167379,58.8267567880719,59.0315562809779,61.2487479196305,61.5099843205621,57.3780561909432,62.053606470648,1.5439849330573909,37.661321098080442,8.1486731863928075E-2,4.6755502797047797
